DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
MEKELLE DISTRICT|gAAAAABnTu6JWSui4NvjbFH9qGitJyOXvrNz6ueXw2pV2C-8mkM3dcY0-NxqlPKJCr7T7_5wGEkChbYN06HxbFFlff9uD0xUJw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|ADIARBAETE|CENTERAL|ADIARBAETE|STUDENT||1000.00YR12000|1|1|9/9/2024|USSD|9/9/2024|INACTIVE|1||0.166666666666667|0.0833333333333333|1.5|10/19/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JYcrb659ShowFrKWd3-LihiDUrf-XZc12hfQ2Z5eOzA6aHpJEvWZMy_85-xEwKWHPTqlPpp4MEXE9wdgabNA_sw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|MIESO|MIESO 01 KEBELE|MIESO |SELF EMPLOYED|1000-10000|10000YR120000 |1|1|7/18/2020|USSD|8/21/2024|ACTIVE|1|47.13|2.58333333333333|0.166666666666667|1.41666666666667|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J_RZNN2_cy0J79Tne7oHJHRb4mLUD5TQ16bSUNcIMYce_G4N5lUACwHFm6RBeUfY3Ftfoo9MWdBKFa0eXHKqjTQ==|INDIVIDUAL|AGRICULTURE|FEMALE|ET|MARRIED|>=12|AA|AKAKI KALTY|AA|PRIVATE|10001-20000|10500.00YR126000|2|2|5/23/2022|USSD|6/18/2024|INACTIVE|1|4726.535|0.166666666666667|0.0833333333333333|1.66666666666667|7/10/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JHQxB-XMuqZnggtp__EqDRBmn_6US2mggw-IFXit3wIdZhhmeDYRerE2oGZeU3JeCc8pIiwZH8d8QoqKXLwNS3w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Degree|BESA ANTA|AWI|INJIBARA|G.V.T EMPLOYEE|1000-10000|NOTAVALIABLE YR 0|1|1|8/3/2021|USSD|1/11/2024|ACTIVE|1|4321.29833333333|2.25|1.5|0.75|11/11/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jc1yEOBFOaZQusPxmHXLbsQaEPMNpVjbgd48B8Q2nnkg5VlvJvt8UdUmLcBmhZWAuI0xTYCSyfDRoPaPsH67QTQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|CHORA|YEKA|AA|||NOTAVALIABLE YR 0|3|4|1/30/2020|USSD|1/11/2024|ACTIVE|1|6290.49583333333|1.41666666666667|0.166666666666667|0.333333333333333|11/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6J4ETqQgBvX_BKEvlPmAj_pEBZh8-edkukoJe5UVvaLcU5vMoi0qzHMy8CsH_2illsdRAC8DN3IbQAsPAd6qqXxw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|YIMALI|AWI|CHAGNI|Private||10000YR120000|1|1|3/18/2021|USSD|10/19/2023|INACTIVE|1|15409.2283333333|1.41666666666667|0.166666666666667|0.166666666666667|4/2/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JhZicGs-1pPTMB7-U574PtQKXkuTUOHmvOj1QtuV1sVbW5YT5t_6DZoEs8Ts9WVKvWkaewU4aZv8qCmOmPMMydA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|DIRE DAWA|AWEDAY|AWEDAY|SELF EMPLOYED||NOTAVALIABLEYR0|1|1|12/8/2023|USSD|2/20/2024|INACTIVE|1|424.75|15.25|0.25|1.25|11/22/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JWq-tlY5vqjb6juKLxHKVw0oLD9lpywID9uXpbgAtGAbrSq4Qfa7xOkEA0EETYSf3sgkv1YhykB5jAMf_b8wEFA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|WOLLO|YEKA|AA|P[RIVATE||2500YR30000 |1|2|4/9/2019|USSD|4/9/2019|INACTIVE|1|57358.8958333333|4.58333333333333|0.833333333333333|0.833333333333333|11/10/2024
ADAMA DISTRICT|gAAAAABnTu6J4O0fwUrtsd4OKvdhQFeWa_369SkbPS7ctijwEe3dckJpiko2y3NUG3ZLZHgiOYcMhNP6o7ya87UnClS4NOWcZw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|MISRAKIGOJAM|EASTSHEWA|ADAMA|SELF EMPLOYEE|1000-10000|500YR6000 |1|2|11/20/2019|USSD|10/14/2024|ACTIVE|1|96828.65|1.16666666666667|2.58333333333333|0.666666666666667|11/18/2024
DIRE DEWA DISTRICT|gAAAAABnTu6Joq9xtK3Pn6D4gCVQwZhg_Y11Hx4k3aN19LIa1ZLn8mNYWtc5XIYKhC777H4dKIA1I82jnVxcR1uqqHm2w37yMQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|DESSE|WEREHILU|DESSE |SELF EMPLLOYE||5000YR60000 |1|2|4/21/2022|USSD|11/24/2023|INACTIVE|1|2720.83333333333|0.416666666666667|0.333333333333333|1.75|11/16/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JBVd_sGZpRoh1nE5cuXrvdVNYu5PrI6hAGZogU1QCyDgMHnyvnzahvP3c9Fgf-HYNmf2B4Bsx9ZZewYT2by0w3A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|AA|BOLE|AA|UNEMPLOYED||NOTAVALIABLEYR0 |1|2|4/25/2022|USSD|8/29/2024|ACTIVE|1|2366.57916666667|2.0|0.25|0.5|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Js44lv2G7Ae_DXB7_yt4gLzdHavvrCoyZ0iy6rGyyuiQVl_E6orRGOBM5J-wg6p1HLjMtrwbTykjGFSLiC3Qyzw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|TORA MELTAME|SILTE|TORA|PRIVATE|1000-10000|NOTAVALIABLEYR0 |1|1|11/24/2022|USSD|11/7/2023|ACTIVE|1|1965.11333333333|8.83333333333333|2.83333333333333|0.833333333333333|11/17/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JQusMLaxlsvtk9BiNuwaUPDAG5GHl2IWBdJmjrizpwL0nJvLZY0_5YxiEuAM6eCg4iT3zWvTddDtc1FWoa606Bg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|HARER|JENELA|HARER|Private||NOTAVALIABLEYR0|2|2|9/15/2023|USSD|10/2/2023|INACTIVE|1|234.551666666667|4.41666666666667|0.0833333333333333|0.0833333333333333|6/29/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JiqH7LeOSJyGK8YhaFbN9vZKlroFfCM8c3whaJ4CAaNGuzCHRyRsISXLJcm8XbUUpOsNh5JuVFcn5S0HrGkRUOA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Not Available|SELKENA|AWABELE|EAST GOJAM|SELF EMPLOYED|1000-10000|3000.00YR36000|3|5|1/1/2022|USSD|12/11/2023|INACTIVE|1|16568.0375|12.6666666666667|5.58333333333333|3.58333333333333|11/21/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JUGbstLCYre1NlmzYl_RxdDv8g3ZueSSPWqZ-YyCyGpTaLPXxIQY6azTGZWzdPsq7m0J4zdTBMv3CxrG4pJm9Aw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|HADYA|HAWASSA|HAWASSA|Government||NOTAVALIABLEYR0 |2|2|11/11/2022|USSD|9/2/2024|ACTIVE|1|2042.46416666667|5.0|1.33333333333333|0.5|11/11/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JRNsrTASUX4UOpW_V1JR6o-bWdN4cPYLIrw1oUqVC81kwduGJAF9p2YWyXIzT5lklRjKVY9TeD68ntc_60JN-cA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|AA|ADDIS KETEMA|AA|STUDENT|1000-10000|NOTAVALIABLEYR0|3|4|2/29/2020|USSD|7/5/2024|ACTIVE|1|159.321666666667|13.75|0.416666666666667|3.25|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JxXD5FFve_fjNAXjvIKpnil2ZrMrlqY3oLiWYRgzkTUjj4Y-gF-PkVpw7sofrNK8NQ1vziOc5EWDIzHk0KfxdMg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|WIDOWED|>= 12|ET|AKAKI KALITY|AA|PRIVATE|1000-10000|4500YR54000|1|1|8/7/2020|USSD|8/19/2023|ACTIVE|1|951.590833333333|4.75|0.0833333333333333|0.833333333333333|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6JmG4IDttQSunahWXHAaXgJ9QquE6mM-REDsvomK2mRbJ-fmunt6KP2SG7x9ZISYYfw6sVnanCafDSoUh-4LIQ1Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|DEBREZEBIT|N/WOLLO|MEKET|DRIVER||NOTAVALIABLEYR0 |1|1|3/31/2021|USSD|12/20/2023|ACTIVE|1|4044.38|4.83333333333333|0.416666666666667|1.0|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JwcNaYfmC5Okb-hUCtlo_Bidn0kcRRh0K4--O0FcfxooSjpJwhm4knuHglSEV4At57yJtGnL__OPiEHSSmW8OdQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Illiterate|AA|BOLE|A,A|PRIVATE||NOTAVALIABLEYR0|2|2|10/11/2023|USSD|8/7/2024|ACTIVE|1|1603.75833333333|17.1666666666667|0.0833333333333333|0.0833333333333333|11/22/2024
HAWASA DISTRICT|gAAAAABnTu6J3gJj7P6SllnWVoL0bSgK67eyHrCMIWNkVHm1JMDCu_j46pLcmxKI1uaQ7UtWbSj1-OuQcKNDIE3LyVtr2aGKCw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Illiterate|SHEWAROBIT|W/SEHWA|SEWAROBIT|STUDENT||1000.00YR12000|1|1|2/13/2024|USSD|6/19/2024|ACTIVE|1|37.9166666666667|7.41666666666667|0.166666666666667|0.333333333333333|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JY2SLTogzFZzpJqvigdpAkR4l70ievEkn4hSNkoH9pI6pDPst2PWron8sg1cYMOQR7DuGN1azPGjHPE6cBbYiAA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|FERES BET|W/GOJJAM|AMHARA|PRIVATE||NOTAVALIABLEYR0|1|1|8/24/2023|USSD|2/14/2024|ACTIVE|1|129.08|6.91666666666667|0.166666666666667|1.25|11/18/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JsdA1wOgZ4_3oH6ufH59Cr9EWgWP-S4rq8f10HzSFGuSXfc1DDlkTSN4N3g3hRGWRrAEhd3tShjzyIQwLI3_Cpw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|A.A|YEKA|A.A|PRIVATE||NOTAVALIABLE YR 0|1|3|8/8/2020|USSD|8/31/2020|INACTIVE|1|390.733333333333|1.16666666666667|0.166666666666667|0.0833333333333333|11/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JD1uG-SWOg_AJxlYna7Dde0SDF8IExdeak6N0rjr0WiuW6aJva8WwtSFmSTzzVIyMs-_KQEDqv0vJ0bp1gVWfPQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|ANEDED|EAST GOJJAM|DM|not available|1000-10000|NOTAVALIABLEYR0 |1|1|10/9/2021|USSD|9/9/2024|INACTIVE|1|77.1158333333333|0.25|0.333333333333333|0.833333333333333|11/21/2024
ADAMA DISTRICT|gAAAAABnTu6JQsbbgBDwge2FLFpzxxYPx02voULrM3OmYhFXFkAqClyiChAXCT3GBXSWTu_CEcEm66nSOsSVox0xMmhgGVKzEA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|WOLAYITA|EAST SHEWA|ADAMA|SELF||NOTAVALIABLEYR0 |1|1|3/11/2023|USSD|8/31/2023|ACTIVE|1|1649.4425|13.0833333333333|2.5|2.08333333333333|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JebzWNFUaj7V7ACPUQEF0xVmW9JLtexnUwKMGW_G2IbHKdUsODG_7bpS8wkix9nrNsiqrVqOzPMuHTKBphXJTFQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ZOBA|ZOBA|TIGIRA|Private|1000-10000|5000.00YR60000|1|1|2/21/2024|USSD|11/13/2024|INACTIVE|1|1347.745|21.1666666666667|0.0833333333333333|1.0|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JK8via85LXTrRRYGYOYaG5TAvnhjkRzo7kdafQ4ZHkBpTXfEC_P454VD8JoNFPy5Vxsif1K9K7bmYspxo-dQ18w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|GONDER/ESTIE/|METEKEL|ASSOSA|FARMER||NOTAVALIABLE YR 0|1|1|1/14/2021|USSD|10/9/2023|INACTIVE|1|803.731666666667|0.333333333333333|0.166666666666667|0.833333333333333|10/1/2024
HAWASA DISTRICT|gAAAAABnTu6JFlj-KQvltT5oH2z34UOFcwUacNbdzCceywYElG-m0-iZOJJ62ExON2GaL34cf8PwmeMwaV4IxBwm-97G_cdDqA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|BATU|E/SHOA|BATU|PRIVATE||NOTAVALIABLEYR0 |1|2|7/18/2022|USSD|12/20/2023|INACTIVE|1|20659.1858333333|1.16666666666667|0.583333333333333|1.75|6/11/2024
HAWASA DISTRICT|gAAAAABnTu6Ji5BStZI0VjLToejQnEi5q1a3ETFIFyba2iEHlbkgfwnVUmAiIAaOwP1YlRpoDE8pEIk-fglArNLJ0_tLQNZjoQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|19960203|BORENA|YABELO|PRIVATE||NOTAVALIABLEYR0|1|1|5/10/2023|USSD|12/5/2023|ACTIVE|1|2810.55333333333|27.0833333333333|5.33333333333333|1.0|11/18/2024
DESSIE DISTRICT|gAAAAABnTu6JrOZ0yuDPNYt55wuWw9ig82MlpzXZohhOGGOwJgUQoSHNzVkU4sORd3peIVnp2lHxBcTecFbDmgBUC56zLFR07Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|AMHARA|S/WOLLO|WOREILU|PRIVATE|1000-10000|5000.00YR60000|3|3|8/12/2022|USSD|11/27/2023|ACTIVE|1|3344.84583333333|16.0|2.08333333333333|0.916666666666667|11/22/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jyj8WXPRo1wjRk4AyywfBIoR9IDbyxmPJ8ABrpw1ndfcyNeXOES79eoXKg6t8oRN4jdNuY1IkzW055iRCo150Dg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|AA|BOLE|AA|EMPLOYED||12000.00YR144000|5|5|7/6/2022|USSD|2/7/2024|ACTIVE|1|550.615833333333|40.3333333333333|1.83333333333333|7.33333333333333|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Jps8ge0JzlvaoMjYvtEA8NEORdU7QG-fo07_DLmU9r5Ayg1dhkah5VmHNsg6kjgdoF7g3P-kwUhMrubTAhwzGzQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE||AA|ARADA|AA|SELF EMPLOYEED|1000-10000|2300.00|1|1|6/9/2022|USSD|8/12/2024|ACTIVE|1|54035.0|0.916666666666667|0.0833333333333333|3.33333333333333|10/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JyWwjYl2tvIbcTywD7wmT2PcFSHeGfeVwLqgTWKJlyQH2oah6S_IGC6yOZ6UfuVWFMEr2DsNT0Txv9MI0M5NwtQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|GINDE WOIN|GINDE WOIN|GINDE WOIN|TRADE||12000YR144000 |1|2|2/14/2019|USSD|10/31/2023|ACTIVE|1|30397.2841666667|12.5|1.5|4.66666666666667|11/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JR3iQN1tGYIDOtblTD5DsQiK8Ixe-og2TDDQPS5RGDKwR-D8eFKBGciRhM24JZJ6BHfDCBBDeFHAaklsOIAAPxQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|KOLADEBA|C.GONDAR|KOLLADIBA|Not Available||NOTAVALIABLE YR 0|1|1|9/1/2020|USSD|8/24/2023|ACTIVE|1|1472.88|1.58333333333333|0.0833333333333333|0.0833333333333333|11/21/2024
ADAMA DISTRICT|gAAAAABnTu6JBV-ZbW4eNj-f8gGpymEVy1nD7rWhyxQpVb1E9BUrHVC8YuiAh-O1-FzEU0YMZF4VzZ-XaQ2z6oTUax8k-CockQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|ETEYA|ARSI|ETEYA|PRIVATE||NOTAVALIABLEYR0 |1|1|7/28/2020|USSD|12/15/2023|ACTIVE|1|2940.97916666667|11.3333333333333|0.416666666666667|0.916666666666667|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6J28JyParnt9ABU34rCg-DaJ1JOukRz3UQ2kzvpRtftUI8cYMgVr4yadlb8Lpfm9f2o9i9GQqUtX054PNC2VIdkw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|AA|LEMIKURA|AA|Private||NOTAVALIABLEYR0|2|2|10/6/2023|USSD|10/16/2023|INACTIVE|1|71.4083333333333|0.0833333333333333|0.25|0.0833333333333333|3/18/2024
HAWASA DISTRICT|gAAAAABnTu6Jt5hZ9DAoZvA2o-SAuYdDl86LdESnvjyH5CDZsyo0SPHzAU2v2_z3VFsjDCbz8EkVYvN6NKKFGw00lFP1VDBdaQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|Illiterate|DODOLA|WEST ARSI|DODOLA|PRIVATE|1000-10000|5000.00YR60000|1|1|8/12/2024|USSD|8/13/2029|INACTIVE|1||0.416666666666667|0.25|0.25|10/9/2024
HAWASA DISTRICT|gAAAAABnTu6J7XEw8aMoJYvcNO3QtQeLYU7GSj5ab5GxGeMqfpeO8OKGRCDcsL_cCHCCd4CMvZmueB-hyCr7JKVO6KM7y-foLA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|YIRGALEM|SIDAMA|YIRGALEM|PRIVATE||30000YR360000 |3|4|3/8/2017|USSD|8/14/2024|ACTIVE|0|1259.95166666667|3.0|0.25|1.0|11/21/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JRGmMxv7QYechhpMyjbUFvwR8MxH74oOfvysDGckS36_x4mHH2piffBwlsn3zqtvzuWuK3i7GUQFmXO-RXlvQ-w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|DD|DD|DD|PERSONAL||NOTAVALIABLEYR0 |2|2|2/1/2021|USSD|10/7/2023|ACTIVE|1|15640.6308333333|1.41666666666667|0.166666666666667|0.916666666666667|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6JTxYb47wOHrzvUFaQoECA5duYWxDJSP8SgfL9KSzA1rOxQVMofbSfHNq8JBiBn0eM15g1Q_ykRsn6tCZzmdGKRQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ET|S/WOLLO|TULU AWELIA|Not Available||NOTAVALIABLEYR0 |1|1|12/9/2022|USSD|11/20/2023|INACTIVE|1|175.0|0.0833333333333333|0.0833333333333333|0.166666666666667|9/25/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JScrxnBMmM5J5kTQKM3tB4FDYTDhci4SlWYcMMcx2XUnmKuwtVTbLxnVEUH9Wm1iDlEtnHHifbeAJ9bObEa8Otg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|GURAGE|FAFEN|JIJ|TRADE|1000-10000|5000YR60000|3|4|6/6/2020|USSD|6/20/2020|ACTIVE|1|18150.6733333333|13.6666666666667|8.41666666666667|0.833333333333333|11/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Jo3xHsn_FvY6y8SQ-eYvn-CchL4Z1_UNMCseXa2rd0nuW18kn7jovzLHrYY62efmxARNJU_nrwIG-_FqmHYBuFQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|GEDO|AMBO|AMBO|SELF EMPLOYE||NOTAVALIABLEYR0 |1|2|8/18/2017|USSD|12/7/2023|ACTIVE|1|16373.005|3.66666666666667|0.166666666666667|0.916666666666667|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JPIoKYgaQH8SMYAfRudiZ5opctA3Jh5IOZfuK7lPN3hi8H3v_-bpFvRM_xGa6s_f_b7pFzYDgp1u6KHl8U0elSA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ADDIS ABABA|ADDIS KETEMA|ADDIS ABABA|SELF EMPLOYED|1000-10000|3200YR38400 |3|3|12/21/2018|USSD|10/17/2024|ACTIVE|1|119.1|1.41666666666667|0.166666666666667|0.0833333333333333|11/13/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JB4ymL6PvY-11yPvo4QQyx1gEZoIcIb6qxjYmXcIgNbyw2AYpu1j0w5JiAVZc5MqI2tbWGZMiFUI1CGe-ZcWKJg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SOUTH ET|AMARO|ELA|PRIVATE||2000YR24000|2|3|3/12/2020|USSD|8/17/2024|ACTIVE|1|327.185|0.833333333333333|0.166666666666667|0.0833333333333333|9/23/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JdgvkZZOEujVK9aX9zsiL76UhucyBJhioIFFbLNQwYZ0TeNKFe12x0mL7QuE_AiIDxTvVAngJPXjIVI_77vCHnw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|MERAWI|WEST GOJJAM|BDR|Government||NOTAVALIABLEYR0 |1|1|3/22/2022|USSD|3/16/2024|ACTIVE|1|2878.65166666667|3.0|0.666666666666667|1.08333333333333|11/13/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JpPi2E5XJLRI9NpUcXT_k53ZdUZ_K5v1kchNs9Nxo4d2RI8pljdJ1Ki2rlPL6ZG5bl6guklnSNDXSY6KCfje8eg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|CHAGNI|AWI|CHAGNI|SELF EMPLOYED||NOTAVALIABLEYR0 |1|1|8/13/2021|USSD|6/6/2024|ACTIVE|1|2925.92416666667|2.25|0.5|1.66666666666667|11/19/2024
DESSIE DISTRICT|gAAAAABnTu6J35SzbbmehPJVRASK3gO1kL9XBt0i1wKqr4fOs1Gx1x5doIuAODPWZF3UU9VmSkpmi0PyqlOQts7aWto15zrbVA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|HARBU|SOUTH WOLLO|HARBU|JOB SEARCHER||NOTAVALIABLEYR0 |1|1|10/21/2020|USSD|5/18/2024|INACTIVE|1|118.333333333333|0.75|0.0833333333333333|0.25|7/16/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JAUhpEH0c3mu9PWjgEGO_4B1Xpdyg9NEdRB9zqhQJGM89AEn0um6NZJpJeVgzru_SSSxyPy8gdmUTkpBRJGHViA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|AA|YEKA|AA|HIERD||5000YR60000 |3|4|1/12/2021|USSD|7/28/2023|INACTIVE|1|5683.37083333333|2.16666666666667|0.0833333333333333|0.25|7/15/2024
HAWASA DISTRICT|gAAAAABnTu6JbH5-lCTNQcmlJSBO6P2YNXPWaeL5cjTiO_t3Q-qqCnaPglAB_LP_7bti4V8sxxFHrhk-LPAY94s6X_PjTARlgw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|MORSITO|HADIYA|HOSSANA|SELF EMPLOYED||NOTAVALIABLEYR0 |1|2|12/31/2020|USSD|11/18/2023|INACTIVE|1|59.8233333333333|0.0833333333333333|1.25|1.33333333333333|11/7/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JU0-pN4_6q-o04WTw8Sj8_RM_OgablDhoP3qETJEoNKhrJC72Dq7P5Y4DT7MbkvzAQJOG7otIlHjyusUUu9YF_g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|YEKA|AA|PRIVATE||5000.00YR60000|2|2|7/25/2023|USSD|12/16/2023|ACTIVE|1|4162.4175|9.83333333333333|1.25|0.333333333333333|11/18/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JvP7ukFjqqvATjHkODIMvvh6Zu6pnyu_8w_Pa5q51-grZh3z_jb0k_OlWt-NdpwCqjV9YmUxtjGtctUuv7Mw0EQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|HARAR|HAKIM|HARAR|Private||3000.00YR36000|2|4|4/6/2020|USSD|10/8/2023|INACTIVE|1|228.6675|6.08333333333333|0.0833333333333333|1.0|9/13/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JmGxDncwQzfA2iugScj5Tm0qLMIcn6dxlWSk-NV7jeBeYH872edcYzay8jL2vqw1UjVMAKlmmGeq-yVbkyLfAcQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|MEKELE|KK|MEKELE|PRIVATE||NOTAVALIABLEYR0|1|1|3/23/2023|USSD|7/28/2023|LOST|1|151.068333333333|2.83333333333333|0.166666666666667|1.08333333333333|11/19/2024
HAWASA DISTRICT|gAAAAABnTu6JCuy_6vIfWxUB4RXJA34aEkozsXVs7YPT7xgDh-mX80GCc_0Gy6zbyT_0mwC9P_4rYTEq_TPBmD0Iyggi8mXOTw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|HAWASSA|MENEHARIYA|HAWASSA|PRIVATE||NOTAVALIABLEYR0|1|1|12/19/2023|USSD|1/1/2024|LOST|1|3203.46416666667|4.91666666666667|0.5|0.0833333333333333|9/12/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JWIrgzSCcrnLmVeyIVIEDlGSM6PdJzfoOx0iQlzJ_3TSqmoNC5r0qK-W9qr598pE7rfdkO_XFaAmzJ1egj4nzzg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|DD|DD|DD|PVT|1000-10000|5000.00YR60000|1|1|11/29/2023|USSD|3/5/2024|INACTIVE|1|1058.33333333333|2.0|1.16666666666667|1.66666666666667|9/20/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JaI9AJuc6PQcfMJaX8vxWauv6Bvz_lmSUfjm-wRgvZ3aUKYfyxzDRrJpnL-2lMi8fejjDXg-WVHoWAw4hIY5X1w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|MECHARA|WEST HARARGE|MECHARA|TRADER||1500YR18000 |1|2|4/24/2021|USSD|8/31/2024|ACTIVE|1|11276.5575|2.16666666666667|0.583333333333333|1.0|11/21/2024
